City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
452,Vilcun,CL,-38.65,-72.2333,49.44,83,94,2.01,overcast clouds
453,Mitsamiouli,KM,-11.3847,43.2844,77.79,69,48,3.24,scattered clouds
454,Namibe,AO,-15.1961,12.1522,65.95,83,52,4.61,broken clouds
455,General Pico,AR,-35.6566,-63.7568,81.91,29,33,10.47,scattered clouds
456,Haverfordwest,GB,51.8017,-4.9691,53.17,90,100,5.99,moderate rain
457,Rio Cuarto,AR,-33.1307,-64.3499,70.83,35,51,8.55,broken clouds
458,Zhangye,CN,38.9342,100.4517,38.35,36,8,1.57,clear sky
459,Inhambane,MZ,-23.865,35.3833,68.07,73,37,7.83,scattered clouds
460,Behshahr,IR,36.6923,53.5526,55.99,56,98,3.51,overcast clouds
461,Kaeo,NZ,-35.1,173.7833,72.32,75,99,11.23,overcast clouds
462,Ilheus,BR,-14.7889,-39.0494,72.46,87,14,4.27,few clouds
463,Cidreira,BR,-30.1811,-50.2056,68.58,84,58,21.23,broken clouds
464,Georgiyevka,KZ,43.0369,74.7114,37.44,93,60,2.24,mist
465,Nalobikha,RU,53.2006,84.6039,39.11,49,99,13.82,overcast clouds
466,Chipinge,ZW,-20.1883,32.6236,57.36,74,10,3.44,clear sky
467,Cururupu,BR,-1.8283,-44.8683,74.61,91,97,2.59,overcast clouds
468,Teguldet,RU,57.3064,88.1667,33.33,90,100,12.93,light snow
469,Kashary,RU,49.04,41.0056,40.41,82,1,2.33,clear sky
470,Kautokeino,NO,69.0125,23.0412,18.91,96,97,1.43,overcast clouds
471,Mitchell,US,43.7094,-98.0298,52.11,54,1,1.01,clear sky
472,Bullhead City,US,35.1478,-114.5683,90.1,19,0,4.0,clear sky
473,Nagato,JP,34.3833,131.2,61.84,61,61,3.13,broken clouds
474,Carnduff,CA,49.1667,-101.8009,53.38,51,61,7.05,broken clouds
475,Iroquois Falls,CA,48.7669,-80.6831,40.73,79,47,3.56,scattered clouds
476,Praia,CV,14.9215,-23.5087,78.76,77,99,13.44,overcast clouds
477,Luba,GQ,3.4568,8.5547,77.29,89,98,2.71,moderate rain
478,Waipawa,NZ,-41.4122,175.5153,63.23,61,59,6.6,broken clouds
479,Surgut,RU,61.25,73.4167,19.58,93,75,20.13,light shower snow
480,Asau,RO,46.4333,26.4,43.72,91,2,1.7,clear sky
481,Visakhapatnam,IN,17.69,83.2093,78.69,94,40,4.61,mist
482,Eenhana,NA,-17.4667,16.3333,70.18,63,64,7.16,light rain
483,Zharkent,KZ,44.1628,80.0,43.12,91,100,5.59,heavy intensity rain
484,Eureka,US,40.8021,-124.1637,65.75,84,100,1.01,overcast clouds
485,Araouane,ML,18.9048,-3.5265,81.97,28,93,11.34,overcast clouds
486,Bosobolo,CD,4.1833,19.9,70.39,98,100,2.26,light rain
487,Porto Seguro,BR,-16.4497,-39.0647,75.09,82,29,8.01,scattered clouds
488,Avera,US,33.194,-82.5271,56.71,72,69,7.7,broken clouds
489,Iseyin,NG,7.9667,3.6,74.26,90,85,4.97,overcast clouds
490,Port Augusta,AU,-32.5,137.7667,62.71,40,1,11.95,clear sky
491,Salalah,OM,17.0151,54.0924,78.01,71,4,2.39,clear sky
492,Gobabis,NA,-22.45,18.9667,74.1,21,74,12.21,broken clouds
493,Altamont,US,42.2068,-121.7372,63.9,50,75,3.44,broken clouds
494,Sibu,MY,2.3,111.8167,76.62,94,100,2.59,light rain
495,Opelika,US,32.6454,-85.3783,53.38,87,90,9.22,overcast clouds
496,Nisia Floresta,BR,-6.0911,-35.2086,77.63,77,53,11.99,broken clouds
497,Dong Xoai,VN,11.5333,106.9167,74.91,95,99,4.29,overcast clouds
498,Nyzy,UA,50.7828,34.7844,41.5,83,6,4.12,clear sky
499,Berezovyy,RU,51.6667,135.7,38.46,74,100,1.34,overcast clouds
500,Chegdomyn,RU,51.1167,133.0167,37.33,72,100,1.07,overcast clouds
501,Mahibadhoo,MV,3.7833,72.9667,82.33,75,95,11.07,overcast clouds
502,Manzanillo,CU,20.3433,-77.1167,78.03,76,92,7.25,overcast clouds
503,Mae Hong Son,TH,19.3003,97.9685,71.51,92,68,1.66,broken clouds
504,Grindavik,IS,63.8424,-22.4338,45.07,76,0,13.8,clear sky
505,Devils Lake,US,48.1128,-98.8651,53.94,58,75,5.99,broken clouds
506,Richards Bay,ZA,-28.783,32.0377,66.83,88,100,12.06,overcast clouds
507,Bo Phloi,TH,14.3236,99.5161,79.32,94,87,3.85,overcast clouds
508,Sharjah,AE,25.3573,55.4033,77.58,46,0,7.85,clear sky
509,Banepa,NP,27.6298,85.5214,52.12,94,20,2.3,few clouds
510,Sinnamary,GF,5.3833,-52.95,79.7,82,19,9.35,few clouds
511,Hastings,GB,50.8552,0.5729,58.28,81,82,17.9,broken clouds
512,Sur,OM,22.5667,59.5289,76.87,47,4,3.65,clear sky
513,Chicama,PE,-7.8447,-79.1469,66.47,78,37,6.89,scattered clouds
514,Paamiut,GL,61.994,-49.6678,31.23,83,77,6.55,broken clouds
515,Sungaipenuh,ID,-2.0833,101.3833,67.1,90,84,1.28,broken clouds
516,Pochutla,MX,15.7432,-96.4661,76.82,88,55,4.34,broken clouds
517,Santo Tomas,PH,14.1079,121.1414,83.55,77,41,8.75,scattered clouds
518,Saint-Joseph,RE,-21.3667,55.6167,69.48,82,26,7.54,scattered clouds
519,Havelock,US,34.8791,-76.9013,67.95,68,8,4.0,clear sky
520,San Jose,US,37.3394,-121.895,82.89,51,1,1.01,clear sky
521,Buarcos,PT,40.166,-8.8768,69.67,100,100,19.62,light rain
522,Biak,ID,-0.9131,122.8766,81.36,74,93,0.92,overcast clouds
523,Agirish,RU,61.9247,63.0231,16.41,82,17,7.27,few clouds
524,Udachnyy,RU,66.4167,112.4,-9.31,98,56,7.36,broken clouds
525,La Ronge,CA,55.1001,-105.2842,39.27,54,34,7.07,scattered clouds
526,Santa Maria,BR,-29.6842,-53.8069,70.54,75,2,10.42,clear sky
527,Ola,RU,59.5833,151.2833,28.06,77,74,4.38,broken clouds
528,Arkhipo-Osipovka,RU,44.37,38.52,48.42,75,0,9.33,clear sky
529,Eurajoki,FI,61.2,21.7333,48.22,96,72,7.54,broken clouds
530,Garowe,SO,8.4054,48.4845,69.42,69,0,4.94,clear sky
531,Hambantota,LK,6.1241,81.1185,77.76,87,78,4.72,broken clouds
532,Trelew,AR,-43.249,-65.3051,63.75,38,49,7.02,scattered clouds
533,Zarinsk,RU,53.7074,84.9493,38.64,53,100,14.85,overcast clouds
534,Ruteng,ID,-8.6136,120.4721,71.33,75,51,1.23,broken clouds
535,Chapada Dos Guimaraes,BR,-15.4606,-55.7497,70.29,76,85,2.21,overcast clouds
536,Freetown,SL,8.484,-13.2299,77.16,86,100,7.52,moderate rain
537,Melilla,ES,35.2937,-2.9383,59.38,82,0,3.44,clear sky
538,Mamlyutka,KZ,54.9375,68.5394,23.5,70,4,7.45,clear sky
539,Rudkobing,DK,54.9364,10.7102,53.58,75,97,17.43,overcast clouds
540,Cubuk,TR,40.2386,33.0322,42.76,87,0,8.05,clear sky
541,Okha,RU,53.5739,142.9478,39.24,82,51,8.1,broken clouds
542,Rocha,UY,-34.4833,-54.3333,61.84,95,0,11.72,clear sky
543,Beloha,MG,-25.1667,45.05,62.64,71,25,12.95,scattered clouds
544,Margate,GB,51.3813,1.3862,56.91,82,58,4.0,broken clouds
545,Pouebo,NC,-20.4,164.5667,79.83,58,17,7.34,few clouds
546,Porbandar,IN,21.6422,69.6093,77.58,38,100,9.64,overcast clouds
547,Baudh,IN,20.8416,84.3213,72.12,88,70,0.27,broken clouds
548,Bom Jesus Do Itabapoana,BR,-21.1339,-41.6797,69.33,97,100,4.16,overcast clouds
549,Praia Da Vitoria,PT,38.7333,-27.0667,69.76,98,94,6.44,overcast clouds
550,Puerto Baquerizo Moreno,EC,-0.9,-89.6,69.42,89,87,12.19,overcast clouds
551,Tashla,RU,51.7716,52.7427,39.63,81,95,3.91,overcast clouds
552,Tocopilla,CL,-22.092,-70.1979,65.52,65,22,5.99,few clouds
553,Kollam,IN,8.8833,76.6,76.32,92,100,1.54,light rain
554,Kidal,ML,18.4411,1.4078,85.71,14,53,7.9,broken clouds
555,Balikpapan,ID,-1.2675,116.8289,74.39,100,40,3.44,thunderstorm with rain
556,Zemio,CF,5.0314,25.1361,68.52,96,100,1.28,light rain
557,Shebunino,RU,46.4339,141.8603,47.32,65,0,4.74,clear sky
558,Akdepe,TM,42.0551,59.3788,32.0,59,0,6.06,clear sky
559,Talant,FR,47.3369,5.0089,54.41,82,100,5.75,light rain
560,Evensk,RU,61.95,159.2333,20.5,82,77,5.01,broken clouds
561,Walvis Bay,NA,-22.9575,14.5053,58.08,78,0,8.9,clear sky
562,Ugoofaaru,MV,5.6667,73.0,81.68,72,99,10.54,overcast clouds
563,Stromness,GB,58.965,-3.296,50.88,84,100,14.0,overcast clouds
564,Panguna,PG,-6.3164,155.4848,81.77,64,93,3.02,light rain
565,Biltine,TD,14.5333,20.9167,78.55,17,18,9.28,few clouds
566,Olivenza,ES,38.6832,-7.103,66.2,89,100,24.43,overcast clouds
567,Deyang,CN,31.1302,104.382,58.28,84,68,1.1,broken clouds
568,Sabya,SA,17.1495,42.6254,84.11,55,11,1.81,few clouds
569,Khuzhir,RU,53.1939,107.3397,32.25,68,20,8.77,few clouds
570,Oxapampa,PE,-10.5775,-75.4017,59.02,94,63,3.74,broken clouds
571,Otjimbingwe,NA,-22.35,16.1333,71.85,23,4,1.92,clear sky
572,Nadym,RU,65.5333,72.5167,15.08,93,100,26.26,light snow
573,Chibombo,ZM,-14.6569,28.0706,65.93,57,5,6.08,clear sky
574,Kununurra,AU,-15.7667,128.7333,89.58,55,8,8.05,clear sky
575,Balkanabat,TM,39.5108,54.3671,54.79,45,67,2.1,broken clouds
576,Deputatskiy,RU,69.3,139.9,7.18,91,100,7.47,overcast clouds
577,Abu Samrah,SY,35.3029,37.1841,64.71,57,100,5.28,overcast clouds
578,Blackwater,AU,-23.5833,148.8833,87.37,42,39,7.09,scattered clouds
579,Chegutu,ZW,-18.1302,30.1407,68.27,47,53,8.32,broken clouds
580,Turukhansk,RU,65.8167,87.9833,28.2,92,100,13.38,overcast clouds
581,Tobolsk,RU,58.2,68.2667,21.18,76,8,11.23,clear sky
582,Henties Bay,NA,-22.116,14.2845,57.85,85,0,3.02,clear sky
583,Sumenep,ID,-7.0167,113.8667,84.02,71,99,2.19,overcast clouds
584,Mvomero,TZ,-6.25,38.6667,75.31,85,48,0.94,scattered clouds
585,Karachi,PK,24.9056,67.0822,67.82,56,1,4.61,haze
586,Kizhinga,RU,51.8462,109.9097,21.27,59,0,1.81,clear sky
587,Sidi Ali,DZ,36.0998,0.4206,64.35,65,81,5.44,broken clouds
588,Nishihara,JP,26.1842,127.7558,74.48,64,0,4.61,clear sky
589,Los Llanos De Aridane,ES,28.6585,-17.9182,64.15,80,0,5.99,clear sky
590,Ballina,AU,-28.8667,153.5667,81.79,66,47,13.09,scattered clouds
591,Aswan,EG,24.0934,32.907,79.21,23,24,11.81,few clouds
592,Muros,ES,42.7762,-9.0603,63.23,96,99,4.23,overcast clouds
593,Sawtell,AU,-30.3833,153.1,77.18,57,90,16.11,overcast clouds
594,Nexo,DK,55.0607,15.1306,50.09,72,51,17.18,broken clouds
595,Shelbyville,US,35.4834,-86.4603,54.36,48,90,1.01,overcast clouds
596,Vulcan,RO,45.3833,23.2667,40.37,76,0,3.8,clear sky
597,Antofagasta,CL,-23.65,-70.4,61.36,77,19,4.05,few clouds
598,Yagodnoye,RU,62.55,149.6667,2.98,84,98,4.38,overcast clouds
599,Yar-Sale,RU,66.8333,70.8333,13.17,90,100,22.66,overcast clouds
600,Dudinka,RU,69.4058,86.1778,19.8,95,100,13.71,light snow
601,Taoudenni,ML,22.6783,-3.9836,81.39,18,31,8.08,scattered clouds
602,Chara,RU,56.9064,118.2631,11.48,60,5,1.45,clear sky
603,Kemi,FI,65.8596,24.8228,31.77,100,90,3.44,fog
604,Kutum,SD,14.2,24.6667,69.84,24,66,7.45,broken clouds
605,Ewa Beach,US,21.3156,-158.0072,87.01,54,13,8.99,few clouds
606,Roebourne,AU,-20.7833,117.1333,79.48,19,0,9.53,clear sky
607,Dongsheng,CN,39.8161,109.9776,37.44,42,31,7.4,scattered clouds
608,Porto Santo,PT,33.072,-16.3415,71.98,78,20,13.8,few clouds
609,Gravelbourg,CA,49.8834,-106.5512,45.39,87,100,11.1,light rain
610,Verkhoyansk,RU,67.5447,133.385,7.68,96,100,3.67,overcast clouds
611,Lompoc,US,34.6391,-120.4579,85.08,81,1,9.22,mist
612,Promissao,BR,-21.5367,-49.8581,78.06,63,26,13.42,scattered clouds
613,Minab,IR,27.1467,57.0801,77.76,38,0,3.96,clear sky
614,Port Said,EG,31.2565,32.2841,74.26,69,100,7.38,overcast clouds
615,Goure,NE,13.9835,10.2704,84.02,13,100,7.52,overcast clouds
616,Shenjiamen,CN,29.9576,122.298,65.34,70,49,8.21,light rain
617,College,US,64.8569,-147.8028,19.42,90,97,1.74,overcast clouds
618,Vestmannaeyjar,IS,63.4427,-20.2734,46.26,81,99,17.2,overcast clouds
619,Davila,PH,18.4726,120.5763,80.08,70,8,10.36,clear sky
620,Atambua,ID,-9.1061,124.8925,83.68,61,81,0.56,broken clouds
621,Xucheng,CN,20.35,110.1288,75.51,86,66,10.78,broken clouds
622,Grafton,US,42.207,-71.6856,48.72,80,90,1.99,overcast clouds
623,Sabha,LY,27.0377,14.4283,67.3,33,64,7.05,broken clouds
624,Masty,BY,53.4122,24.5387,47.55,87,54,10.33,broken clouds
625,Haines Junction,CA,60.7522,-137.5108,32.85,78,95,6.15,overcast clouds
626,Vinh,VN,18.6667,105.6667,72.54,96,100,6.24,overcast clouds
627,Hun,LY,29.1268,15.9477,66.52,37,0,3.04,clear sky
628,Zhigansk,RU,66.7697,123.3711,-11.4,100,98,1.83,overcast clouds
629,Huarmey,PE,-10.0681,-78.1522,64.96,82,41,10.36,scattered clouds
630,Monduli,TZ,-3.3,36.45,63.18,80,56,4.52,broken clouds
631,Aykhal,RU,66.0,111.5,-2.54,100,54,8.63,broken clouds
632,Nizhniy Tsasuchey,RU,50.5167,115.1333,21.69,44,57,7.52,broken clouds
633,Paka,MY,4.6374,103.4368,78.71,82,64,2.15,broken clouds
634,Manokwari,ID,-0.8667,134.0833,83.26,65,95,2.73,overcast clouds
635,Edgewood,US,39.4187,-76.2944,61.12,98,90,1.01,mist
636,Abeche,TD,13.8292,20.8324,78.35,18,58,7.49,broken clouds
637,Shivrajpur,IN,22.4167,73.65,67.14,46,89,5.37,overcast clouds
638,Punalur,IN,9.0,76.9333,74.82,97,100,0.54,overcast clouds
639,Boende,CD,-0.2167,20.8667,69.78,100,96,1.45,overcast clouds
640,Kachiry,KZ,53.0675,76.1036,33.37,94,100,10.36,light snow
641,Ponazyrevo,RU,58.3578,46.3142,42.13,93,100,11.5,overcast clouds
642,Dovers,VC,12.8833,-61.1833,80.87,75,17,13.8,few clouds
643,Kholmogory,RU,64.2229,41.656,39.31,100,100,7.9,light rain
644,Mastic Beach,US,40.7668,-72.8521,57.02,77,90,3.0,overcast clouds
645,Wajir,KE,1.7471,40.0573,79.52,62,85,16.11,overcast clouds
646,Inirida,CO,3.8653,-67.9239,73.71,97,87,1.45,light rain
647,Nelson Bay,AU,-32.7167,152.15,69.12,65,59,4.0,broken clouds
648,Terra Santa,BR,-2.1042,-56.4869,81.12,66,57,2.59,broken clouds
649,Biloela,AU,-24.4167,150.5,86.32,45,65,9.66,broken clouds
650,Taua,BR,-5.9667,-40.3,90.97,28,79,4.85,broken clouds
651,Lanja,IN,16.85,73.55,73.76,61,100,5.03,overcast clouds
652,Outjo,NA,-20.1167,16.15,73.92,33,39,10.0,scattered clouds
653,Kieta,PG,-6.2167,155.6333,85.37,71,88,7.65,light rain
654,Malim,PH,7.452,123.4312,81.1,79,39,6.06,scattered clouds
655,Camacha,PT,33.0833,-16.3333,69.22,78,20,13.8,few clouds
656,Saint-Pierre,RE,-21.3393,55.4781,69.57,76,20,5.75,few clouds
657,Moa,CU,20.6569,-74.9403,80.04,75,73,2.55,broken clouds
658,San Vicente,AR,-26.6167,-54.1333,61.97,86,56,2.82,moderate rain
659,Tautira,PF,-17.7333,-149.15,80.62,74,42,11.5,scattered clouds
660,Murdochville,CA,48.9583,-65.5006,35.31,59,0,2.15,clear sky
661,Baiyin,CN,36.5583,104.2081,43.03,45,4,4.7,clear sky
662,Ulladulla,AU,-35.35,150.4667,63.68,43,86,10.31,overcast clouds
663,Praia Grande,BR,-24.0058,-46.4028,77.23,26,64,1.01,broken clouds
664,Andros Town,BS,24.7,-77.7667,80.89,78,100,14.74,overcast clouds
665,Ainazi,LV,57.8636,24.3578,48.29,83,63,15.3,broken clouds
666,Vao,NC,-22.6667,167.4833,71.11,70,45,8.34,scattered clouds
667,Wexford,IE,52.3342,-6.4575,49.57,87,100,10.13,overcast clouds
668,Platanos,GR,37.6667,21.6167,59.68,72,93,7.96,overcast clouds
669,Alcantara,BR,-2.4089,-44.4147,76.95,84,96,4.05,overcast clouds
670,Payo,ID,-3.7508,103.6372,76.35,94,100,0.96,overcast clouds
671,Fougamou,GA,-1.2154,10.5838,73.98,99,99,2.33,overcast clouds
672,Shizunai,JP,42.3339,142.3669,50.2,68,9,0.85,clear sky
673,Morristown,US,36.214,-83.2949,52.21,74,90,6.91,light rain
674,El Alto,PE,-4.2714,-81.2147,63.77,86,59,21.03,broken clouds
675,Lubao,PH,14.9167,120.55,80.15,75,59,8.32,broken clouds
676,Smithers,CA,54.7804,-127.1743,37.33,65,51,2.89,broken clouds
677,Ekhabi,RU,53.5102,142.9671,38.8,81,49,6.53,scattered clouds
678,Chiang Khong,TH,20.2613,100.4046,69.44,97,58,0.98,broken clouds
679,Xuanhua,CN,40.6103,115.0447,47.64,48,2,5.12,clear sky
